,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo
88,3,194,nissan,dos,hatchback,rwd,delantero,91.3,0.8202787121576165,0.9430555555555556,0.831103678929766,3139,ohcv,seis,181,mpfi,3.43,3.27,7.8,200,5200.0,13.823529411764707,10.217391304347826,19699.0,High,False,True,False,True
89,1,231,nissan,dos,hatchback,rwd,delantero,99.2,0.857760691975012,0.9430555555555556,0.831103678929766,3139,ohcv,seis,181,mpfi,3.43,3.27,9.0,160,5200.0,12.368421052631579,9.4,18399.0,Medium,False,True,True,False
90,0,161,peugot,cuatro,sedán,rwd,delantero,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3020,l,cuatro,120,mpfi,3.46,3.19,8.4,97,5000.0,12.368421052631579,9.791666666666666,11900.0,Low,False,True,True,False
91,0,161,peugot,cuatro,sedán,rwd,delantero,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3197,l,cuatro,152,idi,3.7,3.52,21.0,95,4150.0,8.392857142857142,7.121212121212121,13200.0,Low,True,False,False,True
92,0,123,peugot,cuatro,wagon,rwd,delantero,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3230,l,cuatro,120,mpfi,3.46,3.19,8.4,97,5000.0,12.368421052631579,9.791666666666666,12440.0,Low,False,True,True,False
93,0,123,peugot,cuatro,wagon,rwd,delantero,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3430,l,cuatro,152,idi,3.7,3.52,21.0,95,4150.0,9.4,9.4,13860.0,Low,True,False,False,True
94,0,161,peugot,cuatro,sedán,rwd,delantero,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3075,l,cuatro,120,mpfi,3.46,2.19,8.4,95,5000.0,12.368421052631579,9.791666666666666,15580.0,Low,False,True,True,False
95,0,161,peugot,cuatro,sedán,rwd,delantero,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3252,l,cuatro,152,idi,3.7,3.52,21.0,95,4150.0,8.392857142857142,7.121212121212121,16900.0,Low,True,False,False,True
96,0,123,peugot,cuatro,wagon,rwd,delantero,114.2,0.9557904853435849,0.9500000000000001,0.948160535117057,3285,l,cuatro,120,mpfi,3.46,2.19,8.4,95,5000.0,12.368421052631579,9.791666666666666,16695.0,Low,False,True,True,False
97,0,123,peugot,cuatro,wagon,rwd,delantero,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3485,l,cuatro,152,idi,3.7,3.52,21.0,95,4150.0,9.4,9.4,17075.0,Low,True,False,False,True
98,0,161,peugot,cuatro,sedán,rwd,delantero,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3075,l,cuatro,120,mpfi,3.46,3.19,8.4,97,5000.0,12.368421052631579,9.791666666666666,16630.0,Low,False,True,True,False
99,0,161,peugot,cuatro,sedán,rwd,delantero,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3252,l,cuatro,152,idi,3.7,3.52,21.0,95,4150.0,8.392857142857142,7.121212121212121,17950.0,Low,True,False,False,True
100,0,161,peugot,cuatro,sedán,rwd,delantero,108.0,0.897164824603556,0.9486111111111111,0.9364548494983278,3130,l,cuatro,134,mpfi,3.61,3.21,7.0,142,5600.0,13.055555555555555,9.791666666666666,18150.0,Medium,False,True,False,True
101,1,154, plymouth, cuatro, hatchback, fwd, delantero,93.7,0.7558865929841423,0.8861111111111111,0.8461538461538463, 1967, ohc, cuatro, 90, 2bbl,2.97,3.23,9.4,68,5500.0,7.580645161290323,6.184210526315789,6229.0,Low,False,True,True,False
102,1,154, plymouth, cuatro, sedán, fwd, delantero,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973, 1989, ohc, cuatro, 90, 2bbl,2.97,3.23,9.4,68,5500.0,7.580645161290323,6.184210526315789,6692.0,Low,False,True,True,False
103,1,154, plymouth, cuatro, sedán, fwd, delantero,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973, 2191, ohc, cuatro, 98, 2bbl,2.97,3.23,9.4,68,5500.0,7.580645161290323,6.184210526315789,7609.0,Low,False,True,True,False
104,-1,74,plymouth,cuatro,wagon,fwd,delantero,103.3,0.8390197020663143,0.8972222222222221,1.0,2535,ohc,cuatro,122,2bbl,3.35,3.46,8.5,88,5000.0,9.791666666666666,7.833333333333333,8921.0,Low,False,True,True,False
105,3,123,plymouth,dos,hatchback,rwd,delantero,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2818,ohc,cuatro,156,spdi,3.59,3.86,7.0,145,5000.0,12.368421052631579,9.791666666666666,12764.0,Medium,False,True,False,True
106,3,186,porsche,dos,hatchback,rwd,delantero,94.5,0.8116290245074483,0.9486111111111111,0.8394648829431439,2778,ohc,cuatro,151,mpfi,3.94,3.11,9.5,143,5500.0,12.368421052631579,8.703703703703704,22018.0,Medium,False,True,True,False
107,3,123,porsche,dos,techo rígido,rwd,trasero,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,ohcf,seis,194,mpfi,3.74,2.9,9.5,207,5900.0,13.823529411764707,9.4,32528.0,High,False,True,True,False
108,3,123,porsche,dos,techo rígido,rwd,trasero,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,ohcf,seis,194,mpfi,3.74,2.9,9.5,207,5900.0,13.823529411764707,9.4,34028.0,High,False,True,True,False
109,3,123,porsche,dos,convertible,rwd,trasero,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2800,ohcf,seis,194,mpfi,3.74,2.9,9.5,207,5900.0,13.823529411764707,9.4,37028.0,High,False,True,True,False
110,0,123,renault,cuatro,wagon,fwd,delantero,96.1,0.8721768380586257,0.9236111111111112,0.9230769230769231,2579,ohc,cuatro,132,mpfi,3.46,3.9,8.7,68,4721.969230769231,10.217391304347826,7.580645161290323,9295.0,Low,False,True,True,False
111,2,123,renault,dos,hatchback,fwd,delantero,96.1,0.849591542527631,0.9249999999999999,0.8444816053511706,2460,ohc,cuatro,132,mpfi,3.46,3.9,8.7,68,4721.969230769231,10.217391304347826,7.580645161290323,9895.0,Low,False,True,True,False
112,3,150,saab,dos,hatchback,fwd,delantero,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2658,ohc,cuatro,121,mpfi,3.54,3.07,9.31,110,5250.0,11.19047619047619,8.392857142857142,11850.0,Low,False,True,True,False
113,2,104,saab,cuatro,sedán,fwd,delantero,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2695,ohc,cuatro,121,mpfi,3.54,3.07,9.3,110,5250.0,11.19047619047619,8.392857142857142,12170.0,Low,False,True,True,False
114,3,150,saab,dos,hatchback,fwd,delantero,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2707,ohc,cuatro,121,mpfi,2.54,2.07,9.3,110,5250.0,11.19047619047619,8.392857142857142,15040.0,Low,False,True,True,False
115,2,104,saab,cuatro,sedán,fwd,delantero,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2758,ohc,cuatro,121,mpfi,3.54,3.07,9.3,110,5250.0,11.19047619047619,8.392857142857142,15510.0,Low,False,True,True,False
116,2,83,subaru,dos,hatchback,fwd,delantero,93.7,0.7539644401729938,0.8805555555555555,0.8979933110367894,2050,ohcf,cuatro,97,2bbl,3.62,2.36,9.0,69,4900.0,7.580645161290323,6.527777777777778,5118.0,Low,False,True,True,False
117,2,83,subaru,dos,hatchback,fwd,delantero,93.7,0.758769822200865,0.8833333333333333,0.8979933110367894,2120,ohcf,cuatro,108,2bbl,3.62,2.64,8.7,73,4400.0,9.038461538461538,7.580645161290323,7053.0,Low,False,True,True,False
118,2,83,subaru,dos,hatchback,4wd,delantero,93.3,0.7558865929841423,0.8861111111111111,0.931438127090301,2240,ohcf,cuatro,108,2bbl,3.62,2.64,8.7,73,4400.0,9.038461538461538,7.580645161290323,7603.0,Low,False,True,True,False
119,0,102,subaru,cuatro,sedán,fwd,delantero,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2145,ohcf,cuatro,108,2bbl,3.62,2.64,9.5,82,4800.0,7.34375,6.351351351351352,7126.0,Low,False,True,True,False
120,0,102,subaru,cuatro,sedán,fwd,delantero,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2190,ohcf,cuatro,108,2bbl,3.62,2.64,9.5,82,4400.0,8.392857142857142,7.121212121212121,7775.0,Low,False,True,True,False
121,0,102,subaru,cuatro,sedán,fwd,delantero,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2340,ohcf,cuatro,108,mpfi,3.62,2.64,9.0,94,5200.0,9.038461538461538,7.34375,9960.0,Low,False,True,True,False
122,0,102,subaru,cuatro,sedán,4wd,delantero,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2385,ohcf,cuatro,108,2bbl,3.62,2.64,9.0,82,4800.0,9.791666666666666,9.4,9233.0,Low,False,True,True,False
123,0,102,subaru,cuatro,sedán,4wd,delantero,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2510,ohcf,cuatro,108,mpfi,3.62,2.64,7.7,111,4800.0,9.791666666666666,8.10344827586207,11259.0,Low,False,True,False,True
124,0,89,Subaru,Cuatro,Van,FWD,Delantero,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2290,OHCF,Cuatro,108,2bbl,3.62,2.64,9.0,82,4800.0,8.392857142857142,7.34375,7463.0,Low,False,True,True,False
125,0,89,Subaru,Cuatro,Van,FWD,Delantero,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2455,OHCF,Cuatro,108,MPFI,3.62,2.64,9.0,94,5200.0,9.4,7.580645161290323,10198.0,Low,False,True,True,False
126,1,87,toyota,dos,hatchback,fwd,delantero,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,1985,ohc,cuatro,92,2bbl,3.05,3.03,9.0,62,4800.0,6.714285714285714,6.0256410256410255,5348.0,Low,False,True,True,False
127,1,74,toyota,cuatro,hatchback,fwd,delantero,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2015,ohc,cuatro,92,2bbl,3.05,3.03,9.0,62,4800.0,7.580645161290323,6.184210526315789,6488.0,Low,False,True,True,False
128,0,81,toyota,cuatro,wagon,4wd,delantero,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2290,ohc,cuatro,92,2bbl,3.05,3.03,9.0,62,4800.0,8.703703703703704,7.34375,7898.0,Low,False,True,True,False
129,0,91,toyota,cuatro,wagon,4wd,delantero,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,3110,ohc,cuatro,92,2bbl,3.05,3.03,9.0,62,4800.0,8.703703703703704,7.34375,8778.0,Low,False,True,True,False
130,0,91,toyota,cuatro,sedán,fwd,delantero,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2081,ohc,cuatro,98,2bbl,3.19,3.03,9.0,70,4800.0,7.833333333333333,6.351351351351352,6938.0,Low,False,True,True,False
131,0,91,toyota,cuatro,hatchback,fwd,delantero,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2109,ohc,cuatro,98,2bbl,3.19,3.03,9.0,70,4800.0,7.833333333333333,6.351351351351352,7198.0,Low,False,True,True,False
132,0,91,toyota,cuatro,sedán,fwd,delantero,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2275,ohc,cuatro,110,idi,3.27,3.35,22.5,56,4500.0,6.911764705882353,6.527777777777778,7898.0,Low,True,False,True,False
133,0,91,toyota,cuatro,hatchback,fwd,delantero,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2275,ohc,cuatro,110,idi,3.27,3.35,22.5,56,4500.0,6.184210526315789,5.0,7788.0,Low,True,False,True,False
134,0,91,toyota,cuatro,sedán,fwd,delantero,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2094,ohc,cuatro,98,2bbl,3.19,3.03,9.0,70,4800.0,6.184210526315789,5.0,7738.0,Low,False,True,True,False
135,0,91,toyota,cuatro,hatchback,fwd,delantero,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2122,ohc,cuatro,98,2bbl,3.19,3.03,9.0,70,4800.0,8.392857142857142,6.911764705882353,8358.0,Low,False,True,True,False
136,0,91,toyota,cuatro,sedán,fwd,delantero,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2140,ohc,cuatro,98,2bbl,3.19,3.03,9.0,70,4800.0,8.392857142857142,6.911764705882353,9258.0,Low,False,True,True,False
137,1,168,toyota,dos,sedán,rwd,delantero,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2169,ohc,cuatro,98,2bbl,3.19,3.03,9.0,70,4800.0,8.10344827586207,6.911764705882353,8058.0,Low,False,True,True,False
138,1,168,toyota,dos,hatchback,rwd,delantero,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2204,ohc,cuatro,98,2bbl,3.19,3.03,9.0,70,4800.0,8.10344827586207,6.911764705882353,8238.0,Low,False,True,True,False
139,1,168,toyota,dos,sedán,rwd,delantero,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2265,dohc,cuatro,98,mpfi,3.24,3.08,9.4,112,6600.0,9.038461538461538,8.10344827586207,9298.0,Low,False,True,True,False
140,1,168,toyota,dos,hatchback,tracción trasera,delantero,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2300,dohc,cuatro,98,mpfi,3.24,3.08,9.4,112,6600.0,9.038461538461538,8.10344827586207,9538.0,Low,False,True,True,False
141,2,134,toyota,dos,techo rígido,rwd,delantero,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2540,ohc,cuatro,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,8449.0,Low,False,True,True,False
142,2,134,toyota,dos,techo rígido,rwd,delantero,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2536,ohc,cuatro,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,9639.0,Low,False,True,True,False
143,2,134,toyota,dos,hatchback,rwd,delantero,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2551,ohc,cuatro,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,9989.0,Low,False,True,True,False
144,2,134,toyota,dos,techo rígido,rwd,delantero,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2679,ohc,cuatro,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,11199.0,Low,False,True,True,False
145,2,134,toyota,dos,hatchback,rwd,delantero,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2714,ohc,cuatro,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,11549.0,Low,False,True,True,False
146,2,134,toyota,dos,convertible,rwd,delantero,98.4,0.8467083133109082,0.911111111111111,0.8862876254180603,2975,ohc,cuatro,146,mpfi,3.62,3.5,9.3,116,4800.0,9.791666666666666,7.833333333333333,17669.0,Low,False,True,True,False
147,-1,65,toyota,cuatro,sedán,fwd,delantero,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2326,ohc,cuatro,122,mpfi,3.31,3.54,8.7,92,4200.0,8.10344827586207,6.911764705882353,8948.0,Low,False,True,True,False
148,-1,65,toyota,cuatro,sedán,fwd,delantero,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2480,ohc,cuatro,110,idi,3.27,3.35,22.5,73,4500.0,7.833333333333333,7.121212121212121,10698.0,Low,True,False,False,True
149,-1,65,toyota,cuatro,hatchback,fwd,delantero,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2414,ohc,cuatro,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,7.34375,9988.0,Low,False,True,True,False
150,-1,65,toyota,cuatro,sedán,fwd,delantero,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2414,ohc,cuatro,122,mpfi,3.31,3.54,8.7,92,4200.0,8.703703703703704,7.34375,10898.0,Low,False,True,True,False
151,3,197,toyota,dos,hatchback,rwd,delantero,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,2976,dohc,seis,171,mpfi,3.27,3.35,9.3,161,5200.0,11.75,9.791666666666666,16558.0,Medium,False,True,True,False
152,3,197,toyota,dos,hatchback,rwd,delantero,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,3016,dohc,seis,171,mpfi,3.27,3.35,9.3,161,5200.0,12.368421052631579,9.791666666666666,15998.0,Medium,False,True,True,False
153,-1,90,toyota,cuatro,sedán,rwd,delantero,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3131,dohc,seis,171,mpfi,3.27,3.35,9.2,156,5200.0,11.75,9.791666666666666,15690.0,Medium,False,True,True,False
154,-1,123,toyota,cuatro,wagon,rwd,delantero,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3151,dohc,seis,161,mpfi,3.27,3.35,9.2,156,5200.0,12.368421052631579,9.791666666666666,15750.0,Medium,False,True,True,False
155,2,122,volkswagen,dos,sedán,fwd,delantero,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2261,ohc,cuatro,97,idi,3.01,3.4,23.0,52,4800.0,6.351351351351352,5.108695652173913,7775.0,Low,True,False,True,False
156,2,122,volkswagen,dos,sedán,fwd,delantero,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2209,ohc,cuatro,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,6.911764705882353,7975.0,Low,False,True,True,False
157,2,94,volkswagen,cuatro,sedán,fwd,delantero,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2264,ohc,cuatro,97,idi,3.01,3.4,23.0,52,4800.0,6.351351351351352,5.108695652173913,7995.0,Low,True,False,True,False
158,2,94,volkswagen,cuatro,sedán,fwd,delantero,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2212,ohc,cuatro,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,6.911764705882353,8195.0,Low,False,True,True,False
159,2,94,volkswagen,cuatro,sedán,fwd,delantero,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2275,ohc,cuatro,109,mpfi,3.19,3.4,9.0,85,5250.0,8.703703703703704,6.911764705882353,8495.0,Low,False,True,True,False
160,2,94,volkswagen,cuatro,sedán,fwd,delantero,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2319,ohc,cuatro,97,idi,3.01,3.4,23.0,68,4500.0,6.351351351351352,5.595238095238095,9495.0,Low,True,False,False,True
161,2,94,volkswagen,cuatro,sedán,fwd,delantero,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2300,ohc,cuatro,109,mpfi,3.19,3.4,10.0,100,5500.0,9.038461538461538,7.34375,9995.0,Low,False,True,True,False
162,3,123,volkswagen,dos,convertible,fwd,delantero,94.5,0.7654973570398848,0.8916666666666667,0.9297658862876255,2254,ohc,cuatro,109,mpfi,3.19,3.4,8.5,90,5500.0,9.791666666666666,8.10344827586207,11595.0,Low,False,True,True,False
163,3,256,volkswagen,dos,hatchback,fwd,delantero,94.5,0.7962518020182604,0.8888888888888888,0.8595317725752508,2221,ohc,cuatro,109,mpfi,3.19,3.4,8.5,90,5500.0,9.791666666666666,8.10344827586207,9980.0,Low,False,True,True,False
164,0,123,volkswagen,cuatro,sedán,fwd,delantero,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2661,ohc,cinco,136,mpfi,3.19,3.4,8.5,110,5500.0,12.368421052631579,9.791666666666666,13295.0,Low,False,True,True,False
165,0,123,volkswagen,cuatro,sedán,fwd,delantero,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2579,ohc,cuatro,97,idi,3.01,3.4,23.0,68,4500.0,7.121212121212121,6.184210526315789,13845.0,Low,True,False,False,True
166,0,123,volkswagen,cuatro,wagon,fwd,delantero,100.4,0.8798654493032196,0.9291666666666667,0.9214046822742475,2563,ohc,cuatro,109,mpfi,3.19,3.4,9.0,88,5500.0,9.4,7.580645161290323,12290.0,Low,False,True,True,False
167,-2,103,volvo,cuatro,sedán,rwd,delantero,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2912,ohc,cuatro,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,8.392857142857142,12940.0,Low,False,True,True,False
168,-1,74,volvo,cuatro,wagon,rwd,delantero,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3034,ohc,cuatro,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,8.392857142857142,13415.0,Low,False,True,True,False
169,-2,103,volvo,cuatro,sedán,rwd,delantero,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2935,ohc,cuatro,141,mpfi,3.78,3.15,9.5,114,5400.0,9.791666666666666,8.392857142857142,15985.0,Low,False,True,True,False
170,-1,74,volvo,cuatro,wagon,rwd,delantero,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3042,ohc,cuatro,141,mpfi,3.78,3.15,9.5,114,5400.0,9.791666666666666,8.392857142857142,16515.0,Low,False,True,True,False
171,-2,103,volvo,cuatro,sedán,rwd,delantero,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,3045,ohc,cuatro,130,mpfi,3.62,3.15,7.5,162,5100.0,13.823529411764707,10.681818181818182,18420.0,Medium,False,True,False,True
172,-1,74,volvo,cuatro,camioneta,rwd,delantero,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3157,ohc,cuatro,130,mpfi,3.62,3.15,7.5,162,5100.0,13.823529411764707,10.681818181818182,18950.0,Medium,False,True,False,True
173,-1,95,volvo,cuatro,sedán,rwd,delantero,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,2952,ohc,cuatro,141,mpfi,3.78,3.15,9.5,114,5400.0,10.217391304347826,8.392857142857142,16845.0,Low,False,True,True,False
174,-1,95,volvo,cuatro,sedán,rwd,delantero,109.1,0.9072561268620856,0.9555555555555555,0.9280936454849499,3049,ohc,cuatro,141,mpfi,3.78,3.15,8.7,160,5300.0,12.368421052631579,9.4,19045.0,Medium,False,True,False,True
175,-1,95,volvo,cuatro,sedán,rwd,delantero,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3012,ohcv,seis,173,mpfi,3.58,2.87,8.8,134,5500.0,13.055555555555555,10.217391304347826,21485.0,Medium,False,True,True,False
176,-1,95,volvo,cuatro,sedán,rwd,delantero,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3217,ohc,seis,145,idi,3.01,3.4,23.0,106,4800.0,9.038461538461538,8.703703703703704,22470.0,Low,True,False,False,True
177,-1,95,volvo,cuatro,sedán,rwd,delantero,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3062,ohc,cuatro,141,mpfi,3.78,3.15,9.5,114,5400.0,12.368421052631579,9.4,22625.0,Low,False,True,False,True
